Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,CO2 emissions (g/km),CO2 rating,Smog rating,fuel_efficiency_score,engine_displacement_per_cylinder,estimated_weight,power_to_weight_ratio,city_highway_diff,engine_efficiency,cylinder_efficiency
2018,BMW,750i xDrive SWB,Full-size,4.4,8,AS8,Z,283,4.0,3.0,8.264462809917356,0.55,1584.0,0.002777777777777778,4.9,64.31818181818181,35.375
2018,BMW,Alpina B6 xDrive Gran Coupe,Compact,4.4,8,AS8,Z,292,3.0,3.0,8.064516129032258,0.55,1056.0,0.004166666666666667,5.1,66.36363636363636,36.5
2018,BMW,M2,Subcompact,3.0,6,AM7,Z,245,5.0,3.0,9.523809523809524,0.5,503.99999999999994,0.005952380952380953,2.9000000000000004,81.66666666666667,40.833333333333336
2018,BMW,M2,Subcompact,3.0,6,M6,Z,267,4.0,3.0,8.771929824561402,0.5,503.99999999999994,0.005952380952380953,3.9000000000000004,89.0,44.5
2018,BMW,M240i Cabriolet,Subcompact,3.0,6,AS8,Z,222,5.0,3.0,10.526315789473685,0.5,503.99999999999994,0.005952380952380953,3.2,74.0,37.0
2018,BMW,M240i Cabriolet,Subcompact,3.0,6,M6,Z,255,4.0,3.0,9.174311926605505,0.5,503.99999999999994,0.005952380952380953,4.0,85.0,42.5
2018,BMW,M240i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,227,5.0,3.0,10.309278350515465,0.5,503.99999999999994,0.005952380952380953,3.3999999999999995,75.66666666666667,37.833333333333336
2018,BMW,M240i Coupe,Subcompact,3.0,6,AS8,Z,222,5.0,3.0,10.526315789473685,0.5,503.99999999999994,0.005952380952380953,3.2,74.0,37.0
2018,BMW,M240i Coupe,Subcompact,3.0,6,M6,Z,249,4.0,3.0,9.345794392523365,0.5,503.99999999999994,0.005952380952380953,4.1,83.0,41.5
2018,BMW,M240i xDrive Coupe,Subcompact,3.0,6,AS8,Z,227,5.0,3.0,10.309278350515465,0.5,503.99999999999994,0.005952380952380953,3.3999999999999995,75.66666666666667,37.833333333333336
2018,BMW,M3,Compact,3.0,6,AM7,Z,280,4.0,3.0,8.403361344537815,0.5,720.0,0.004166666666666667,3.5999999999999996,93.33333333333333,46.666666666666664
2018,BMW,M3,Compact,3.0,6,M6,Z,273,4.0,3.0,8.620689655172415,0.5,720.0,0.004166666666666667,4.199999999999999,91.0,45.5
2018,BMW,M4 Cabriolet,Subcompact,3.0,6,AM7,Z,299,3.0,3.0,7.874015748031496,0.5,503.99999999999994,0.005952380952380953,4.0,99.66666666666667,49.833333333333336
2018,BMW,M4 Cabriolet,Subcompact,3.0,6,M6,Z,280,4.0,3.0,8.403361344537815,0.5,503.99999999999994,0.005952380952380953,4.4,93.33333333333333,46.666666666666664
2018,BMW,M4 Coupe,Compact,3.0,6,AM7,Z,280,4.0,3.0,8.403361344537815,0.5,720.0,0.004166666666666667,3.5999999999999996,93.33333333333333,46.666666666666664
2018,BMW,M4 Coupe,Compact,3.0,6,M6,Z,273,4.0,3.0,8.620689655172415,0.5,720.0,0.004166666666666667,4.199999999999999,91.0,45.5
2018,BMW,M550i xDrive,Mid-size,4.4,8,AS8,Z,283,4.0,3.0,8.264462809917356,0.55,1320.0,0.0033333333333333335,4.9,64.31818181818181,35.375
2018,BMW,M6 Cabriolet,Subcompact,4.4,8,M6,Z,324,3.0,3.0,7.246376811594202,0.55,739.1999999999999,0.005952380952380954,5.299999999999999,73.63636363636363,40.5
2018,BMW,M6 Coupe,Subcompact,4.4,8,M6,Z,324,3.0,3.0,7.246376811594202,0.55,739.1999999999999,0.005952380952380954,5.299999999999999,73.63636363636363,40.5
2018,BMW,M6 Gran Coupe,Compact,4.4,8,M6,Z,324,3.0,3.0,7.246376811594202,0.55,1056.0,0.004166666666666667,5.299999999999999,73.63636363636363,40.5
2018,BMW,X1 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,217,5.0,7.0,10.75268817204301,0.5,600.0,0.0033333333333333335,3.1999999999999993,108.5,54.25
2018,BMW,X2 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,222,5.0,7.0,10.526315789473685,0.5,600.0,0.0033333333333333335,3.3,111.0,55.5
2018,BMW,X3 xDrive30i,Sport utility vehicle: Small,2.0,4,AS8,Z,223,5.0,7.0,10.526315789473685,0.5,600.0,0.0033333333333333335,2.8000000000000007,111.5,55.75
2018,BMW,X3 M40i,Sport utility vehicle: Small,3.0,6,AS8,Z,241,5.0,5.0,9.70873786407767,0.5,900.0,0.0033333333333333335,3.0999999999999996,80.33333333333333,40.166666666666664
2018,BMW,X4 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,240,5.0,3.0,9.70873786407767,0.5,600.0,0.0033333333333333335,3.200000000000001,120.0,60.0
2018,BMW,X4 M40i,Sport utility vehicle: Small,3.0,6,AS8,Z,266,4.0,3.0,8.771929824561402,0.5,900.0,0.0033333333333333335,3.4000000000000004,88.66666666666667,44.333333333333336
2018,BMW,X5 xDrive35d,Sport utility vehicle: Standard,3.0,6,AS8,D,246,4.0,3.0,10.75268817204301,0.5,900.0,0.0033333333333333335,2.3000000000000007,82.0,41.0
2018,BMW,X5 xDrive35i,Sport utility vehicle: Standard,3.0,6,AS8,Z,270,4.0,3.0,8.695652173913043,0.5,900.0,0.0033333333333333335,3.1999999999999993,90.0,45.0
2018,BMW,X5 xDrive50i,Sport utility vehicle: Standard,4.4,8,AS8,Z,317,3.0,3.0,7.407407407407407,0.55,1320.0,0.0033333333333333335,4.200000000000001,72.04545454545453,39.625
2018,BMW,X6 xDrive35i,Sport utility vehicle: Standard,3.0,6,AS8,Z,270,4.0,3.0,8.695652173913043,0.5,900.0,0.0033333333333333335,3.1999999999999993,90.0,45.0
2018,BMW,X6 xDrive50i,Sport utility vehicle: Standard,4.4,8,AS8,Z,317,3.0,3.0,7.407407407407407,0.55,1320.0,0.0033333333333333335,4.200000000000001,72.04545454545453,39.625
2018,Buick,Enclave,Sport utility vehicle: Standard,3.6,6,AS9,X,263,4.0,5.0,8.928571428571429,0.6,1080.0,0.0033333333333333335,3.9000000000000004,73.05555555555556,43.833333333333336
2018,Buick,Enclave AWD,Sport utility vehicle: Standard,3.6,6,AS9,X,277,4.0,5.0,8.47457627118644,0.6,1080.0,0.0033333333333333335,4.4,76.94444444444444,46.166666666666664
2018,Buick,Encore,Sport utility vehicle: Small,1.4,4,AS6,X,194,6.0,3.0,12.048192771084336,0.35,420.0,0.003333333333333333,2.1000000000000005,138.57142857142858,48.5
2018,Buick,Encore AWD,Sport utility vehicle: Small,1.4,4,AS6,X,210,5.0,3.0,11.235955056179774,0.35,420.0,0.003333333333333333,2.1000000000000005,150.0,52.5
2018,Buick,Encore AWD (SIDI with Stop/Start),Sport utility vehicle: Small,1.4,4,AS6,X,196,6.0,3.0,12.048192771084336,0.35,420.0,0.003333333333333333,1.4000000000000004,140.0,49.0
2018,Buick,Envision AWD,Sport utility vehicle: Small,2.0,4,A6,Z,248,4.0,3.0,9.433962264150944,0.5,600.0,0.0033333333333333335,2.700000000000001,124.0,62.0
2018,Buick,Envision AWD,Sport utility vehicle: Small,2.5,4,A6,X,234,5.0,5.0,10.0,0.625,750.0,0.0033333333333333335,2.5,93.6,58.5
2018,Buick,Lacrosse eAssist,Mid-size,2.5,4,A6,X,190,6.0,5.0,12.345679012345679,0.625,750.0,0.0033333333333333335,2.6000000000000005,76.0,47.5
2018,Buick,Lacrosse,Mid-size,3.6,6,AS9,X,228,5.0,5.0,10.309278350515465,0.6,1080.0,0.0033333333333333335,3.4000000000000004,63.33333333333333,38.0
2018,Buick,Lacrosse AWD,Mid-size,3.6,6,AS9,X,237,5.0,5.0,9.900990099009901,0.6,1080.0,0.0033333333333333335,3.8000000000000007,65.83333333333333,39.5
2018,Buick,Regal,Full-size,2.0,4,AS9,Z,217,5.0,5.0,10.869565217391305,0.5,720.0,0.002777777777777778,3.299999999999999,108.5,54.25
2018,Buick,Regal AWD,Full-size,2.0,4,AS8,Z,227,5.0,5.0,10.416666666666668,0.5,720.0,0.002777777777777778,3.0,113.5,56.75
2018,Buick,Regal AWD,Full-size,3.6,6,AS9,X,250,4.0,5.0,9.345794392523365,0.6,1296.0,0.002777777777777778,3.700000000000001,69.44444444444444,41.666666666666664
2018,Cadillac,ATS,Compact,2.0,4,AS8,Z,216,5.0,5.0,10.869565217391305,0.5,480.0,0.004166666666666667,2.8,108.0,54.0
2018,Cadillac,ATS,Compact,2.0,4,M6,Z,240,5.0,5.0,9.70873786407767,0.5,480.0,0.004166666666666667,3.8000000000000007,120.0,60.0
2018,Cadillac,ATS,Compact,3.6,6,AS8,X,234,5.0,5.0,10.0,0.6,864.0,0.004166666666666667,3.5999999999999996,65.0,39.0
2018,Cadillac,ATS AWD,Compact,2.0,4,AS8,Z,222,5.0,5.0,10.526315789473685,0.5,480.0,0.004166666666666667,2.9000000000000004,111.0,55.5
2018,Cadillac,ATS AWD,Compact,3.6,6,AS8,X,247,4.0,5.0,9.523809523809524,0.6,864.0,0.004166666666666667,3.5,68.61111111111111,41.166666666666664
2018,Cadillac,ATS-V,Compact,3.6,6,AS8,Z,291,3.0,3.0,8.403361344537815,0.6,864.0,0.004166666666666667,4.5,80.83333333333333,48.5
2018,Cadillac,ATS-V,Compact,3.6,6,M6,Z,295,3.0,3.0,7.936507936507937,0.6,864.0,0.004166666666666667,4.0,81.94444444444444,49.166666666666664
2018,Cadillac,CT6,Full-size,2.0,4,AS8,Z,224,5.0,5.0,10.526315789473685,0.5,720.0,0.002777777777777778,3.2,112.0,56.0
2018,Cadillac,CT6 AWD,Full-size,3.0,6,AS8,Z,263,4.0,3.0,8.928571428571429,0.5,1080.0,0.002777777777777778,3.9000000000000004,87.66666666666667,43.833333333333336
2018,Cadillac,CT6 AWD,Full-size,3.6,6,AS8,X,261,4.0,5.0,9.00900900900901,0.6,1296.0,0.002777777777777778,4.1,72.5,43.5
2018,Cadillac,CTS,Mid-size,2.0,4,AS8,Z,224,5.0,5.0,10.526315789473685,0.5,600.0,0.0033333333333333335,3.2,112.0,56.0
2018,Cadillac,CTS,Mid-size,3.6,6,AS8,X,234,5.0,5.0,10.0,0.6,1080.0,0.0033333333333333335,3.5999999999999996,65.0,39.0
2018,Cadillac,CTS AWD,Mid-size,2.0,4,AS8,Z,229,5.0,5.0,10.204081632653061,0.5,600.0,0.0033333333333333335,3.0,114.5,57.25
2018,Cadillac,CTS AWD,Mid-size,3.6,6,AS8,X,247,4.0,5.0,9.523809523809524,0.6,1080.0,0.0033333333333333335,3.5,68.61111111111111,41.166666666666664
2018,Cadillac,CTS Vsport,Mid-size,3.6,6,AS8,Z,311,3.0,3.0,7.874015748031496,0.6,1080.0,0.0033333333333333335,5.1,86.38888888888889,51.833333333333336
2018,Cadillac,CTS-V,Mid-size,6.2,8,AS8,Z,329,3.0,1.0,7.142857142857143,0.775,1860.0,0.0033333333333333335,5.4,53.064516129032256,41.125
2018,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,329,3.0,3.0,7.142857142857143,0.775,1860.0,0.0033333333333333335,5.700000000000001,53.064516129032256,41.125
2018,Cadillac,XT5,Sport utility vehicle: Small,3.6,6,AS8,X,250,4.0,5.0,9.433962264150944,0.6,1080.0,0.0033333333333333335,3.1999999999999993,69.44444444444444,41.666666666666664
2018,Cadillac,XT5 AWD,Sport utility vehicle: Small,3.6,6,AS8,X,263,4.0,5.0,8.928571428571429,0.6,1080.0,0.0033333333333333335,3.5,73.05555555555556,43.833333333333336
2018,Cadillac,XTS,Full-size,3.6,6,AS6,X,260,4.0,5.0,9.00900900900901,0.6,1296.0,0.002777777777777778,4.699999999999999,72.22222222222221,43.333333333333336
2018,Cadillac,XTS AWD,Full-size,3.6,6,AS6,X,272,4.0,5.0,8.620689655172415,0.6,1296.0,0.002777777777777778,4.699999999999999,75.55555555555556,45.333333333333336
2018,Cadillac,XTS Vsport AWD,Full-size,3.6,6,AS6,Z,302,3.0,3.0,7.8125,0.6,1296.0,0.002777777777777778,4.800000000000001,83.88888888888889,50.333333333333336
2018,Chevrolet,Camaro,Subcompact,2.0,4,AS8,Z,220,5.0,5.0,10.638297872340425,0.5,336.0,0.005952380952380952,3.200000000000001,110.0,55.0
2018,Chevrolet,Camaro,Subcompact,2.0,4,M6,Z,235,5.0,5.0,9.900990099009901,0.5,336.0,0.005952380952380952,4.0,117.5,58.75
2018,Chevrolet,Camaro,Subcompact,3.6,6,AS8,X,246,5.0,5.0,9.615384615384615,0.6,604.8,0.005952380952380953,4.100000000000001,68.33333333333333,41.0
2018,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,274,4.0,5.0,8.547008547008547,0.6,604.8,0.005952380952380953,6.0,76.11111111111111,45.666666666666664
2018,Chevrolet,Camaro SS,Subcompact,6.2,8,AS8,Z,273,4.0,1.0,8.547008547008547,0.775,1041.6,0.005952380952380953,5.5,44.03225806451613,34.125
2018,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,284,3.0,1.0,8.264462809917356,0.775,1041.6,0.005952380952380953,4.9,45.806451612903224,35.5
2018,Chevrolet,City Express,Special purpose vehicle,2.0,4,AV,X,218,5.0,3.0,10.75268817204301,0.5,600.0,0.0033333333333333335,1.0,109.0,54.5
2018,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,253,4.0,5.0,9.25925925925926,0.625,1050.0,0.002380952380952381,2.9000000000000004,101.2,63.25
2018,Chevrolet,Colorado,Pickup truck: Small,2.5,4,M6,X,251,4.0,5.0,9.345794392523365,0.625,1050.0,0.002380952380952381,2.700000000000001,100.4,62.75
2018,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,257,4.0,3.0,10.416666666666668,0.7,1176.0,0.0023809523809523807,2.8000000000000007,91.78571428571429,64.25
2018,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A8,X,274,4.0,5.0,8.547008547008547,0.6,1512.0,0.002380952380952381,3.8000000000000007,76.11111111111111,45.666666666666664
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,266,4.0,5.0,8.849557522123893,0.625,1050.0,0.002380952380952381,2.799999999999999,106.4,66.5
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,279,4.0,3.0,9.615384615384615,0.7,1176.0,0.0023809523809523807,3.799999999999999,99.64285714285715,69.75
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A8,X,288,3.0,5.0,8.196721311475411,0.6,1512.0,0.002380952380952381,4.1,80.0,48.0
2018,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A6,D,315,3.0,3.0,8.547008547008547,0.7,1176.0,0.0023809523809523807,1.8000000000000007,112.50000000000001,78.75
2018,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A8,X,331,3.0,5.0,7.092198581560284,0.6,1512.0,0.002380952380952381,2.0,91.94444444444444,55.166666666666664
2018,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,297,3.0,1.0,7.874015748031496,0.775,1302.0,0.004761904761904762,6.300000000000001,47.90322580645161,37.125
2018,Chevrolet,Corvette,Two-seater,6.2,8,M7,Z,278,4.0,1.0,8.403361344537815,0.775,1302.0,0.004761904761904762,5.199999999999999,44.83870967741935,34.75
2018,Chevrolet,Corvette Z06,Two-seater,6.2,8,M7,Z,312,3.0,1.0,7.462686567164179,0.775,1302.0,0.004761904761904762,5.0,50.32258064516129,39.0
2018,Chevrolet,Equinox,Sport utility vehicle: Small,1.5,4,A6,X,195,6.0,5.0,12.048192771084336,0.375,450.0,0.0033333333333333335,1.8999999999999995,130.0,48.75
2018,Chevrolet,Equinox,Sport utility vehicle: Small,1.6,4,A6,D,198,6.0,3.0,13.513513513513512,0.4,480.0,0.0033333333333333335,2.5,123.75,49.5
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1.5,4,A6,X,209,5.0,5.0,11.235955056179774,0.375,450.0,0.0033333333333333335,1.9000000000000004,139.33333333333334,52.25
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1.6,4,A6,D,198,6.0,3.0,13.513513513513512,0.4,480.0,0.0033333333333333335,2.4000000000000004,123.75,49.5
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,2.0,4,A9,Z,228,5.0,5.0,10.309278350515465,0.5,600.0,0.0033333333333333335,2.5999999999999996,114.0,57.0
2018,Chevrolet,Impala,Full-size,2.5,4,AS6,X,224,5.0,3.0,10.526315789473685,0.625,900.0,0.002777777777777778,3.0,89.6,56.0
2018,Chevrolet,Impala FFV,Full-size,3.6,6,AS6,X,254,4.0,5.0,9.25925925925926,0.6,1296.0,0.002777777777777778,4.199999999999999,70.55555555555556,42.333333333333336
2018,Chevrolet,Impala FFV,Full-size,3.6,6,AS6,E,245,5.0,5.0,6.8493150684931505,0.6,1296.0,0.002777777777777778,5.6,68.05555555555556,40.833333333333336
2018,Chevrolet,Malibu,Mid-size,2.0,4,A9,Z,213,5.0,5.0,10.989010989010989,0.5,600.0,0.0033333333333333335,3.0999999999999996,106.5,53.25
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,4.3,6,A6,X,278,4.0,5.0,8.47457627118644,0.7166666666666667,1805.9999999999998,0.002380952380952381,3.4000000000000004,64.65116279069768,46.333333333333336
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,4.3,6,A6,E,284,3.0,5.0,5.847953216374268,0.7166666666666667,1805.9999999999998,0.002380952380952381,4.9,66.04651162790698,47.333333333333336
2018,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A6,X,298,3.0,3.0,7.874015748031496,0.6625,2226.0,0.0023809523809523807,4.299999999999999,56.22641509433962,37.25
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,298,3.0,3.0,7.874015748031496,0.6625,2226.0,0.0023809523809523807,4.299999999999999,56.22641509433962,37.25
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,283,4.0,3.0,5.847953216374268,0.6625,2226.0,0.0023809523809523807,5.799999999999999,53.39622641509434,35.375
2018,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,307,3.0,3.0,7.633587786259542,0.6625,2226.0,0.0023809523809523807,4.0,57.924528301886795,38.375
2018,Chevrolet,Silverado eAssist,Pickup truck: Standard,5.3,8,A8,X,278,4.0,3.0,8.47457627118644,0.6625,2226.0,0.0023809523809523807,3.4000000000000004,52.45283018867925,34.75
2018,Chevrolet,Silverado,Pickup truck: Standard,6.2,8,A8,Z,324,3.0,3.0,7.246376811594202,0.775,2604.0,0.002380952380952381,4.700000000000001,52.25806451612903,40.5
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4.3,6,A6,X,294,3.0,5.0,8.0,0.7166666666666667,1805.9999999999998,0.002380952380952381,3.5,68.37209302325581,49.0
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4.3,6,A6,E,296,3.0,5.0,5.555555555555555,0.7166666666666667,1805.9999999999998,0.002380952380952381,5.0,68.83720930232559,49.333333333333336
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,307,3.0,3.0,7.633587786259542,0.6625,2226.0,0.0023809523809523807,4.300000000000001,57.924528301886795,38.375
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,307,3.0,3.0,7.633587786259542,0.6625,2226.0,0.0023809523809523807,4.300000000000001,57.924528301886795,38.375
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,309,3.0,3.0,5.46448087431694,0.6625,2226.0,0.0023809523809523807,6.0,58.301886792452834,38.625
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,X,324,3.0,3.0,7.246376811594202,0.6625,2226.0,0.0023809523809523807,4.0,61.132075471698116,40.5
2018,Chevrolet,Silverado eAssist 4WD,Pickup truck: Standard,5.3,8,A8,X,304,3.0,3.0,7.6923076923076925,0.6625,2226.0,0.0023809523809523807,3.200000000000001,57.35849056603774,38.0
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A8,Z,331,3.0,3.0,7.092198581560284,0.775,2604.0,0.002380952380952381,4.300000000000001,53.387096774193544,41.375
2018,Chevrolet,Sonic,Compact,1.8,4,AS6,X,193,6.0,5.0,12.048192771084336,0.45,432.0,0.004166666666666667,2.3000000000000007,107.22222222222221,48.25
2018,Chevrolet,Sonic,Compact,1.8,4,M5,X,190,6.0,5.0,12.345679012345679,0.45,432.0,0.004166666666666667,2.3999999999999995,105.55555555555556,47.5
2018,Chevrolet,Sonic 5,Station wagon: Small,1.8,4,AS6,X,193,6.0,5.0,12.048192771084336,0.45,594.0,0.0030303030303030303,2.3000000000000007,107.22222222222221,48.25
2018,Chevrolet,Sonic 5,Station wagon: Small,1.8,4,M5,X,190,6.0,5.0,12.345679012345679,0.45,594.0,0.0030303030303030303,2.3999999999999995,105.55555555555556,47.5
2018,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A6,X,305,3.0,3.0,7.6923076923076925,0.6625,1590.0,0.003333333333333333,4.699999999999999,57.54716981132076,38.125
2018,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5.3,8,A6,X,305,3.0,3.0,7.6923076923076925,0.6625,1590.0,0.003333333333333333,4.699999999999999,57.54716981132076,38.125
2018,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5.3,8,A6,E,285,3.0,3.0,5.813953488372094,0.6625,1590.0,0.003333333333333333,5.9,53.77358490566038,35.625
2018,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A6,X,313,3.0,3.0,7.518796992481203,0.6625,1590.0,0.003333333333333333,4.4,59.05660377358491,39.125
2018,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,X,312,3.0,3.0,7.518796992481203,0.6625,1590.0,0.003333333333333333,4.4,58.86792452830189,39.0
2018,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,E,321,3.0,3.0,5.181347150259067,0.6625,1590.0,0.003333333333333333,6.600000000000001,60.56603773584906,40.125
2018,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A6,X,305,3.0,3.0,7.6923076923076925,0.6625,1590.0,0.003333333333333333,4.699999999999999,57.54716981132076,38.125
2018,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5.3,8,A6,X,305,3.0,3.0,7.6923076923076925,0.6625,1590.0,0.003333333333333333,4.699999999999999,57.54716981132076,38.125
2018,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5.3,8,A6,E,285,3.0,3.0,5.813953488372094,0.6625,1590.0,0.003333333333333333,5.9,53.77358490566038,35.625
2018,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A6,X,310,3.0,3.0,7.575757575757576,0.6625,1590.0,0.003333333333333333,4.399999999999999,58.49056603773585,38.75
2018,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,X,310,3.0,3.0,7.575757575757576,0.6625,1590.0,0.003333333333333333,4.399999999999999,58.49056603773585,38.75
2018,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,E,299,3.0,3.0,5.555555555555555,0.6625,1590.0,0.003333333333333333,6.300000000000001,56.41509433962264,37.375
2018,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,325,3.0,3.0,7.246376811594202,0.775,1860.0,0.0033333333333333335,5.699999999999999,52.41935483870967,40.625
2018,Chevrolet,Traverse,Sport utility vehicle: Standard,2.0,4,A9,Z,246,4.0,5.0,9.523809523809524,0.5,600.0,0.0033333333333333335,2.6999999999999993,123.0,61.5
2018,Chevrolet,Traverse,Sport utility vehicle: Standard,3.6,6,AS9,X,258,4.0,5.0,9.090909090909092,0.6,1080.0,0.0033333333333333335,4.200000000000001,71.66666666666667,43.0
2018,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3.6,6,AS9,X,276,4.0,5.0,8.47457627118644,0.6,1080.0,0.0033333333333333335,4.299999999999999,76.66666666666667,46.0
2018,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,AS6,X,194,6.0,3.0,12.048192771084336,0.35,420.0,0.003333333333333333,2.1000000000000005,138.57142857142858,48.5
2018,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,M6,X,194,6.0,3.0,12.195121951219512,0.35,420.0,0.003333333333333333,2.0999999999999996,138.57142857142858,48.5
2018,Chevrolet,Trax 4WD,Sport utility vehicle: Small,1.4,4,AS6,X,210,5.0,3.0,11.235955056179774,0.35,420.0,0.003333333333333333,2.1000000000000005,150.0,52.5
2018,Chrysler,300,Full-size,3.6,6,A8,X,242,5.0,3.0,9.70873786407767,0.6,1296.0,0.002777777777777778,4.6000000000000005,67.22222222222221,40.333333333333336
2018,Chrysler,300 FFV,Full-size,3.6,6,A8,X,242,5.0,3.0,9.70873786407767,0.6,1296.0,0.002777777777777778,4.6000000000000005,67.22222222222221,40.333333333333336
2018,Chrysler,300 FFV,Full-size,3.6,6,A8,E,234,5.0,3.0,7.042253521126761,0.6,1296.0,0.002777777777777778,6.500000000000002,65.0,39.0
2018,Chrysler,300,Full-size,5.7,8,A8,X,289,3.0,3.0,8.130081300813007,0.7125,2052.0,0.002777777777777778,5.299999999999999,50.70175438596491,36.125
2018,Chrysler,300 AWD,Full-size,3.6,6,A8,X,258,4.0,3.0,9.090909090909092,0.6,1296.0,0.002777777777777778,4.100000000000001,71.66666666666667,43.0
2018,Chrysler,300 AWD FFV,Full-size,3.6,6,A8,X,258,4.0,3.0,9.090909090909092,0.6,1296.0,0.002777777777777778,4.100000000000001,71.66666666666667,43.0
2018,Chrysler,300 AWD FFV,Full-size,3.6,6,A8,E,248,4.0,3.0,6.666666666666667,0.6,1296.0,0.002777777777777778,5.600000000000001,68.88888888888889,41.333333333333336
2018,Chrysler,Pacifica,Minivan,3.6,6,A9,X,259,4.0,3.0,9.174311926605505,0.6,1404.0,0.002564102564102564,4.5,71.94444444444444,43.166666666666664
2018,Chrysler,Pacifica (Stop-Start),Minivan,3.6,6,A9,X,249,4.0,3.0,9.433962264150944,0.6,1404.0,0.002564102564102564,4.0,69.16666666666667,41.5
2018,Dodge,Challenger,Mid-size,3.6,6,A8,X,242,5.0,3.0,9.70873786407767,0.6,1080.0,0.0033333333333333335,4.6000000000000005,67.22222222222221,40.333333333333336
2018,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,289,3.0,3.0,8.130081300813007,0.7125,1710.0,0.0033333333333333335,5.299999999999999,50.70175438596491,36.125
2018,Dodge,Challenger,Mid-size,5.7,8,M6,Z,307,3.0,1.0,7.633587786259542,0.7125,1710.0,0.0033333333333333335,5.5,53.859649122807014,38.375
2018,Dodge,Challenger GT AWD,Mid-size,3.6,6,A8,X,258,4.0,3.0,9.090909090909092,0.6,1080.0,0.0033333333333333335,4.100000000000001,71.66666666666667,43.0
2018,Dodge,Challenger GT AWD FFV,Mid-size,3.6,6,A8,X,258,4.0,3.0,9.090909090909092,0.6,1080.0,0.0033333333333333335,4.100000000000001,71.66666666666667,43.0
2018,Dodge,Challenger GT AWD FFV,Mid-size,3.6,6,A8,E,248,4.0,3.0,6.666666666666667,0.6,1080.0,0.0033333333333333335,5.600000000000001,68.88888888888889,41.333333333333336
2018,Dodge,Charger,Full-size,3.6,6,A5,X,271,4.0,3.0,8.620689655172415,0.6,1296.0,0.002777777777777778,4.699999999999999,75.27777777777777,45.166666666666664
